,state,county,dc,dcV,pop,popV,aadc,aadcV,dcC,dcCV,good,fips,county_lower,test,county_lookup,geojson_lookup,pct_mortality
1625,MONTANA,YELLOWSTONE,12.0,VALID,272003.0,VALID,4.5,UNRELIABLE,4.4,UNRELIABLE,1,30,Yellowstone,True,Yellowstone|30,3153,4.411716047249479e-05
1626,MONTANA,YELLOWSTONE.NA,0.0,VALID,135.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,30,Yellowstone,True,Yellowstone|30,3153,0.0
1627,NEBRASKA,ADAMS,8.0,VALID,71930.0,VALID,9.4,UNRELIABLE,11.1,UNRELIABLE,1,31,Adams,True,Adams|31,72,0.00011121924092868066
1628,NEBRASKA,ANTELOPE,0.0,VALID,19935.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Antelope,True,Antelope|31,905,0.0
1629,NEBRASKA,ARTHUR,0.0,VALID,1172.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Arthur,True,Arthur|31,404,0.0
1630,NEBRASKA,BANNER,0.0,VALID,2173.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Banner,True,Banner|31,271,0.0
1631,NEBRASKA,BLAINE,0.0,VALID,1736.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Blaine,True,Blaine|31,2274,0.0
1632,NEBRASKA,BOONE,0.0,VALID,16929.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Boone,True,Boone|31,272,0.0
1633,NEBRASKA,BOX.BUTTE,2.0,VALID,32700.0,VALID,5.7,UNRELIABLE,6.1,UNRELIABLE,1,31,Box Butte,True,Box Butte|31,2150,6.116207951070337e-05
1634,NEBRASKA,BOYD,0.0,VALID,7343.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Boyd,True,Boyd|31,2736,0.0
1635,NEBRASKA,BROWN,2.0,VALID,9364.0,VALID,13.7,UNRELIABLE,21.4,UNRELIABLE,1,31,Brown,True,Brown|31,2976,0.00021358393848782572
1636,NEBRASKA,BUFFALO,4.0,VALID,88251.0,VALID,3.8,UNRELIABLE,4.5,UNRELIABLE,1,31,Buffalo,True,Buffalo|31,631,4.532526543608571e-05
1637,NEBRASKA,BURT,0.0,VALID,19310.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Burt,True,Burt|31,2714,0.0
1638,NEBRASKA,BUTLER,2.0,VALID,21853.0,VALID,5.4,UNRELIABLE,9.2,UNRELIABLE,1,31,Butler,True,Butler|31,1497,9.152061501853292e-05
1639,NEBRASKA,CASS,1.0,VALID,52444.0,VALID,1.9,UNRELIABLE,1.9,UNRELIABLE,1,31,Cass,True,Cass|31,2927,1.906795820303562e-05
1640,NEBRASKA,CEDAR,4.0,VALID,25872.0,VALID,12.7,UNRELIABLE,15.5,UNRELIABLE,1,31,Cedar,True,Cedar|31,2321,0.00015460729746444033
1641,NEBRASKA,CHASE,0.0,VALID,10849.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Chase,True,Chase|31,832,0.0
1642,NEBRASKA,CHERRY,1.0,VALID,16006.0,VALID,3.4,UNRELIABLE,6.2,UNRELIABLE,1,31,Cherry,True,Cherry|31,2871,6.247657128576784e-05
1643,NEBRASKA,CHEYENNE,2.0,VALID,23318.0,VALID,6.3,UNRELIABLE,8.6,UNRELIABLE,1,31,Cheyenne,True,Cheyenne|31,1466,8.577064928381508e-05
1644,NEBRASKA,CLAY,1.0,VALID,18066.0,VALID,3.8,UNRELIABLE,5.5,UNRELIABLE,1,31,Clay,True,Clay|31,111,5.535259603675413e-05
1645,NEBRASKA,COLFAX,1.0,VALID,22859.0,VALID,1.8,UNRELIABLE,4.4,UNRELIABLE,1,31,Colfax,True,Colfax|31,1091,4.3746445601294894e-05
1646,NEBRASKA,CUMING,0.0,VALID,26009.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Cuming,True,Cuming|31,493,0.0
1647,NEBRASKA,CUSTER,2.0,VALID,30518.0,VALID,3.5,UNRELIABLE,6.6,UNRELIABLE,1,31,Custer,True,Custer|31,2869,6.553509404285995e-05
1648,NEBRASKA,DAKOTA,3.0,VALID,39719.0,VALID,7.9,UNRELIABLE,7.6,UNRELIABLE,1,31,Dakota,True,Dakota|31,1523,7.553060248243913e-05
1649,NEBRASKA,DAWES,1.0,VALID,21939.0,VALID,5.2,UNRELIABLE,4.6,UNRELIABLE,1,31,Dawes,True,Dawes|31,183,4.558092893933178e-05
1650,NEBRASKA,DAWSON,1.0,VALID,49425.0,VALID,2.1,UNRELIABLE,2.0,UNRELIABLE,1,31,Dawson,True,Dawson|31,792,2.0232675771370762e-05
1651,NEBRASKA,DEUEL,0.0,VALID,5585.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Deuel,True,Deuel|31,2827,0.0
1652,NEBRASKA,DIXON,1.0,VALID,15814.0,VALID,1.7,UNRELIABLE,6.3,UNRELIABLE,1,31,Dixon,True,Dixon|31,2006,6.32351081320349e-05
1653,NEBRASKA,DODGE,5.0,VALID,82293.0,VALID,4.4,UNRELIABLE,6.1,UNRELIABLE,1,31,Dodge,True,Dodge|31,1522,6.0758509229217553e-05
1654,NEBRASKA,DOUGLAS,48.0,VALID,867990.0,VALID,5.8,VALID,5.5,VALID,1,31,Douglas,True,Douglas|31,1520,5.530017626931186e-05
1655,NEBRASKA,DUNDY,0.0,VALID,6509.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Dundy,True,Dundy|31,274,0.0
1656,NEBRASKA,FILLMORE,3.0,VALID,17637.0,VALID,10.3,UNRELIABLE,17.0,UNRELIABLE,1,31,Fillmore,True,Fillmore|31,718,0.00017009695526450075
1657,NEBRASKA,FRANKLIN,2.0,VALID,9843.0,VALID,9.3,UNRELIABLE,20.3,UNRELIABLE,1,31,Franklin,True,Franklin|31,1223,0.000203190084323885
1658,NEBRASKA,FRONTIER,0.0,VALID,8011.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Frontier,True,Frontier|31,2197,0.0
1659,NEBRASKA,FURNAS,1.0,VALID,14228.0,VALID,2.3,UNRELIABLE,7.0,UNRELIABLE,1,31,Furnas,True,Furnas|31,2617,7.028394714647174e-05
1660,NEBRASKA,GAGE,1.0,VALID,54844.0,VALID,1.9,UNRELIABLE,1.8,UNRELIABLE,1,31,Gage,True,Gage|31,1710,1.8233535117788635e-05
1661,NEBRASKA,GARDEN,0.0,VALID,6339.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Garden,True,Garden|31,834,0.0
1662,NEBRASKA,GARFIELD,1.0,VALID,5221.0,VALID,10.5,UNRELIABLE,19.2,UNRELIABLE,1,31,Garfield,True,Garfield|31,637,0.0001915341888527102
1663,NEBRASKA,GOSPER,0.0,VALID,5125.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Gosper,True,Gosper|31,942,0.0
1664,NEBRASKA,GRANT,0.0,VALID,2039.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Grant,True,Grant|31,13,0.0
1665,NEBRASKA,GREELEY,0.0,VALID,7680.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Greeley,True,Greeley|31,1092,0.0
1666,NEBRASKA,HALL,3.0,VALID,116076.0,VALID,2.5,UNRELIABLE,2.6,UNRELIABLE,1,31,Hall,True,Hall|31,161,2.5845135945415072e-05
1667,NEBRASKA,HAMILTON,1.0,VALID,21775.0,VALID,4.0,UNRELIABLE,4.6,UNRELIABLE,1,31,Hamilton,True,Hamilton|31,668,4.592422502870264e-05
1668,NEBRASKA,HARLAN,0.0,VALID,9527.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Harlan,True,Harlan|31,156,0.0
1669,NEBRASKA,HAYES,0.0,VALID,3206.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Hayes,True,Hayes|31,40,0.0
1670,NEBRASKA,HITCHCOCK,0.0,VALID,9604.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Hitchcock,True,Hitchcock|31,1010,0.0
1671,NEBRASKA,HOLT,2.0,VALID,32128.0,VALID,4.9,UNRELIABLE,6.2,UNRELIABLE,1,31,Holt,True,Holt|31,3151,6.225099601593625e-05
1672,NEBRASKA,HOOKER,0.0,VALID,2034.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Hooker,True,Hooker|31,1108,0.0
1673,NEBRASKA,HOWARD,0.0,VALID,15302.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Howard,True,Howard|31,1083,0.0
1674,NEBRASKA,JEFFERSON,1.0,VALID,21739.0,VALID,1.9,UNRELIABLE,4.6,UNRELIABLE,1,31,Jefferson,True,Jefferson|31,1082,4.600027600165601e-05
1675,NEBRASKA,JOHNSON,0.0,VALID,11374.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Johnson,True,Johnson|31,190,0.0
1676,NEBRASKA,KEARNEY,0.0,VALID,16374.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Kearney,True,Kearney|31,601,0.0
1677,NEBRASKA,KEITH,0.0,VALID,21248.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Keith,True,Keith|31,961,0.0
1678,NEBRASKA,KEYA.PAHA,0.0,VALID,2864.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Keya Paha,True,Keya Paha|31,1709,0.0
1679,NEBRASKA,KIMBALL,1.0,VALID,10986.0,VALID,8.0,UNRELIABLE,9.1,UNRELIABLE,1,31,Kimball,True,Kimball|31,3009,9.102494083378845e-05
1680,NEBRASKA,KNOX,3.0,VALID,23710.0,VALID,7.7,UNRELIABLE,12.7,UNRELIABLE,1,31,Knox,True,Knox|31,2944,0.00012652889076339096
1681,NEBRASKA,LANCASTER,20.0,VALID,480631.0,VALID,4.8,VALID,4.2,VALID,1,31,Lancaster,True,Lancaster|31,1084,4.1611964271967475e-05
1682,NEBRASKA,LINCOLN,6.0,VALID,80170.0,VALID,6.7,UNRELIABLE,7.5,UNRELIABLE,1,31,Lincoln,True,Lincoln|31,1055,7.484096295372333e-05
1683,NEBRASKA,LOGAN,0.0,VALID,2280.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Logan,True,Logan|31,1109,0.0
1684,NEBRASKA,LOUP,0.0,VALID,1822.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Loup,True,Loup|31,989,0.0
1685,NEBRASKA,MaaC.PHERSON,1.0,VALID,1392.0,VALID,44.6,UNRELIABLE,71.8,UNRELIABLE,1,31,McPherson,True,McPherson|31,558,0.0007183908045977011
1686,NEBRASKA,MADISON,5.0,VALID,76849.0,VALID,6.2,UNRELIABLE,6.5,UNRELIABLE,1,31,Madison,True,Madison|31,1246,6.506265533708962e-05
1687,NEBRASKA,MERRICK,1.0,VALID,20497.0,VALID,4.9,UNRELIABLE,4.9,UNRELIABLE,1,31,Merrick,True,Merrick|31,2240,4.878762745767673e-05
1688,NEBRASKA,MORRILL,1.0,VALID,13528.0,VALID,5.6,UNRELIABLE,7.4,UNRELIABLE,1,31,Morrill,True,Morrill|31,102,7.392075694855116e-05
1689,NEBRASKA,NANCE,0.0,VALID,10850.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Nance,True,Nance|31,41,0.0
1690,NEBRASKA,NEMAHA,0.0,VALID,19956.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Nemaha,True,Nemaha|31,2096,0.0
1691,NEBRASKA,NUCKOLLS,1.0,VALID,14977.0,VALID,2.6,UNRELIABLE,6.7,UNRELIABLE,1,31,Nuckolls,True,Nuckolls|31,2965,6.676904587033452e-05
1692,NEBRASKA,OTOE,1.0,VALID,34649.0,VALID,2.7,UNRELIABLE,2.9,UNRELIABLE,1,31,Otoe,True,Otoe|31,3069,2.886086178533291e-05
1693,NEBRASKA,PAWNEE,1.0,VALID,8343.0,VALID,3.9,UNRELIABLE,12.0,UNRELIABLE,1,31,Pawnee,True,Pawnee|31,64,0.00011986096128490951
1694,NEBRASKA,PERKINS,0.0,VALID,8645.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Perkins,True,Perkins|31,357,0.0
1695,NEBRASKA,PHELPS,1.0,VALID,23601.0,VALID,3.6,UNRELIABLE,4.2,UNRELIABLE,1,31,Phelps,True,Phelps|31,131,4.2371085970933434e-05
1696,NEBRASKA,PIERCE,1.0,VALID,19596.0,VALID,5.0,UNRELIABLE,5.1,UNRELIABLE,1,31,Pierce,True,Pierce|31,71,5.1030822616860586e-05
1697,NEBRASKA,PLATTE,7.0,VALID,71527.0,VALID,9.9,UNRELIABLE,9.8,UNRELIABLE,1,31,Platte,True,Platte|31,1006,9.786514183455198e-05
1698,NEBRASKA,POLK,0.0,VALID,14102.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Polk,True,Polk|31,2242,0.0
1699,NEBRASKA,RED.WILLOW,2.0,VALID,29070.0,VALID,4.4,UNRELIABLE,6.9,UNRELIABLE,1,31,Red Willow,True,Red Willow|31,554,6.879944960440316e-05
1700,NEBRASKA,RICHARDSON,2.0,VALID,23780.0,VALID,5.5,UNRELIABLE,8.4,UNRELIABLE,1,31,Richardson,True,Richardson|31,1303,8.410428931875525e-05
1701,NEBRASKA,ROCK,0.0,VALID,5270.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Rock,True,Rock|31,2239,0.0
1702,NEBRASKA,SALINE,3.0,VALID,30737.0,VALID,7.8,UNRELIABLE,9.8,UNRELIABLE,1,31,Saline,True,Saline|31,171,9.760223834466604e-05
1703,NEBRASKA,SARPY,9.0,VALID,228492.0,VALID,8.8,UNRELIABLE,3.9,UNRELIABLE,1,31,Sarpy,True,Sarpy|31,1417,3.938868756893021e-05
1704,NEBRASKA,SAUNDERS,4.0,VALID,45462.0,VALID,8.1,UNRELIABLE,8.8,UNRELIABLE,1,31,Saunders,True,Saunders|31,1693,8.79855703664599e-05
1705,NEBRASKA,SCOTTS.BLUFF,3.0,VALID,86730.0,VALID,3.3,UNRELIABLE,3.5,UNRELIABLE,1,31,Scotts Bluff,True,Scotts Bluff|31,1960,3.4590107229332414e-05
1706,NEBRASKA,SEWARD,0.0,VALID,38057.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Seward,True,Seward|31,199,0.0
1707,NEBRASKA,SHERIDAN,1.0,VALID,16338.0,VALID,5.1,UNRELIABLE,6.1,UNRELIABLE,1,31,Sheridan,True,Sheridan|31,890,6.120700208103807e-05
1708,NEBRASKA,SHERMAN,0.0,VALID,9596.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Sherman,True,Sherman|31,2196,0.0
1709,NEBRASKA,SIOUX,0.0,VALID,4096.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Sioux,True,Sioux|31,2206,0.0
1710,NEBRASKA,STANTON,0.0,VALID,15458.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Stanton,True,Stanton|31,130,0.0
1711,NEBRASKA,THAYER,3.0,VALID,16743.0,VALID,13.6,UNRELIABLE,17.9,UNRELIABLE,1,31,Thayer,True,Thayer|31,1906,0.00017917935853789643
1712,NEBRASKA,THOMAS,0.0,VALID,2193.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Thomas,True,Thomas|31,857,0.0
1713,NEBRASKA,THURSTON,1.0,VALID,10134.0,VALID,6.6,UNRELIABLE,9.9,UNRELIABLE,1,31,Thurston,True,Thurston|31,2725,9.867771857114664e-05
1714,NEBRASKA,VALLEY,1.0,VALID,13134.0,VALID,4.7,UNRELIABLE,7.6,UNRELIABLE,1,31,Valley,True,Valley|31,12,7.613826709304096e-05
1715,NEBRASKA,WASHINGTON,0.0,VALID,39317.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Washington,True,Washington|31,1224,0.0
1716,NEBRASKA,WAYNE,1.0,VALID,22859.0,VALID,4.3,UNRELIABLE,4.4,UNRELIABLE,1,31,Wayne,True,Wayne|31,162,4.3746445601294894e-05
1717,NEBRASKA,WEBSTER,1.0,VALID,10609.0,VALID,3.5,UNRELIABLE,9.4,UNRELIABLE,1,31,Webster,True,Webster|31,812,9.425959091337543e-05
1718,NEBRASKA,WHEELER,0.0,VALID,2397.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,31,Wheeler,True,Wheeler|31,863,0.0
1719,NEBRASKA,YORK,1.0,VALID,35104.0,VALID,2.3,UNRELIABLE,2.8,UNRELIABLE,1,31,York,True,York|31,705,2.8486782133090245e-05
1720,NEVADA,CARSON.CITY,7.0,VALID,89725.0,VALID,6.3,UNRELIABLE,7.8,UNRELIABLE,1,32,Carson,True,Carson City|32,2621,7.801616049038729e-05
1721,NEVADA,CHURCHILL,4.0,VALID,38023.0,VALID,9.1,UNRELIABLE,10.5,UNRELIABLE,1,32,Churchill,True,Churchill|32,2284,0.00010519948452252584
1722,NEVADA,CLARK,68.0,VALID,1360565.0,VALID,5.2,VALID,5.0,VALID,1,32,Clark,True,Clark|32,2413,4.997923656716144e-05
1723,NEVADA,DOUGLAS,4.0,VALID,58840.0,VALID,5.8,UNRELIABLE,6.8,UNRELIABLE,1,32,Douglas,True,Douglas|32,2463,6.798096532970769e-05
1724,NEVADA,ELKO,2.0,VALID,61821.0,VALID,4.8,UNRELIABLE,3.2,UNRELIABLE,1,32,Elko,True,Elko|32,2483,3.2351466330211414e-05
1725,NEVADA,ESMERALDA,0.0,VALID,3529.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Esmeralda,True,Esmeralda|32,2430,0.0
1726,NEVADA,EUREKA,0.0,VALID,3508.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Eureka,True,Eureka|32,2832,0.0
1727,NEVADA,HUMBOLDT,0.0,VALID,27696.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Humboldt,True,Humboldt|32,2209,0.0
1728,NEVADA,LANDER,0.0,VALID,12567.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Lander,True,Lander|32,2618,0.0
1729,NEVADA,LINCOLN,1.0,VALID,8559.0,VALID,7.6,UNRELIABLE,11.7,UNRELIABLE,1,32,Lincoln,True,Lincoln|32,2664,0.00011683607898118939
1730,NEVADA,LYON,2.0,VALID,43007.0,VALID,3.5,UNRELIABLE,4.7,UNRELIABLE,1,32,Lyon,True,Lyon|32,1298,4.6504057479015045e-05
1731,NEVADA,MINERAL,2.0,VALID,13389.0,VALID,13.2,UNRELIABLE,14.9,UNRELIABLE,1,32,Mineral,True,Mineral|32,930,0.00014937635372320562
1732,NEVADA,NYE,0.0,VALID,38436.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Nye,True,Nye|32,2414,0.0
1733,NEVADA,PERSHING,1.0,VALID,9628.0,VALID,10.4,UNRELIABLE,10.4,UNRELIABLE,1,32,Pershing,True,Pershing|32,2241,0.0001038637307852098
1734,NEVADA,STOREY,0.0,VALID,5399.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,32,Storey,True,Storey|32,467,0.0
1735,NEVADA,WASHOE,24.0,VALID,550491.0,VALID,4.7,VALID,4.4,VALID,1,32,Washoe,True,Washoe|32,3180,4.3597443009967465e-05
1736,NEVADA,WHITE.PINE,2.0,VALID,20390.0,VALID,9.3,UNRELIABLE,9.8,UNRELIABLE,1,32,White Pine,True,White Pine|32,2719,9.808729769494851e-05
1737,NEW.HAMPSHIRE,BELKNAP,5.0,VALID,114614.0,VALID,3.8,UNRELIABLE,4.4,UNRELIABLE,1,33,Belknap,True,Belknap|33,1760,4.36246880834802e-05
1738,NEW.HAMPSHIRE,CARROLL,6.0,VALID,77761.0,VALID,5.7,UNRELIABLE,7.7,UNRELIABLE,1,33,Carroll,True,Carroll|33,2504,7.715950154961999e-05
1739,NEW.HAMPSHIRE,CHESHIRE,12.0,VALID,162096.0,VALID,7.0,UNRELIABLE,7.4,UNRELIABLE,1,33,Cheshire,True,Cheshire|33,2059,7.403020432336393e-05
1740,NEW.HAMPSHIRE,COOS,5.0,VALID,83151.0,VALID,4.9,UNRELIABLE,6.0,UNRELIABLE,1,33,Coos,True,Coos|33,1019,6.0131567870500654e-05
1741,NEW.HAMPSHIRE,GRAFTON,11.0,VALID,172913.0,VALID,6.4,UNRELIABLE,6.4,UNRELIABLE,1,33,Grafton,True,Grafton|33,893,6.361580679301151e-05
1742,NEW.HAMPSHIRE,HILLSBOROUGH,26.0,VALID,772985.0,VALID,3.9,VALID,3.4,VALID,1,33,Hillsborough,True,Hillsborough|33,314,3.363584028150611e-05
1743,NEW.HAMPSHIRE,MERRIMACK,10.0,VALID,269738.0,VALID,4.1,UNRELIABLE,3.7,UNRELIABLE,1,33,Merrimack,True,Merrimack|33,638,3.7073011589023424e-05
1744,NEW.HAMPSHIRE,ROCKINGHAM,25.0,VALID,556846.0,VALID,5.3,VALID,4.5,VALID,1,33,Rockingham,True,Rockingham|33,1697,4.489571623034016e-05
1745,NEW.HAMPSHIRE,STRAFFORD,8.0,VALID,236319.0,VALID,4.0,UNRELIABLE,3.4,UNRELIABLE,1,33,Strafford,True,Strafford|33,1935,3.385254676940915e-05
1746,NEW.HAMPSHIRE,SULLIVAN,6.0,VALID,92117.0,VALID,5.7,UNRELIABLE,6.5,UNRELIABLE,1,33,Sullivan,True,Sullivan|33,3194,6.513455713929025e-05
1747,NEW.JERSEY,ATLANTIC,21.0,VALID,412553.0,VALID,4.3,VALID,5.1,VALID,1,34,Atlantic,True,Atlantic|34,2681,5.09025507025764e-05
1748,NEW.JERSEY,BERGEN,117.0,VALID,1802873.0,VALID,5.1,VALID,6.5,VALID,1,34,Bergen,True,Bergen|34,2061,6.489641810598971e-05
1749,NEW.JERSEY,BURLINGTON,34.0,VALID,798313.0,VALID,4.5,VALID,4.3,VALID,1,34,Burlington,True,Burlington|34,2079,4.258981126450402e-05
1750,NEW.JERSEY,CAMDEN,44.0,VALID,976040.0,VALID,4.3,VALID,4.5,VALID,1,34,Camden,True,Camden|34,1431,4.508011966722675e-05
1751,NEW.JERSEY,CAPE.MAY,18.0,VALID,206174.0,VALID,5.2,UNRELIABLE,8.7,UNRELIABLE,1,34,Cape May,True,Cape May|34,1441,8.730489780476685e-05
1752,NEW.JERSEY,CUMBERLAND,12.0,VALID,266659.0,VALID,4.2,UNRELIABLE,4.5,UNRELIABLE,1,34,Cumberland,True,Cumberland|34,1887,4.5001293787196385e-05
1753,NEW.JERSEY,ESSEX,84.0,VALID,1108404.0,VALID,5.9,VALID,7.6,VALID,1,34,Essex,True,Essex|34,100,7.578464170104041e-05
1754,NEW.JERSEY,GLOUCESTER,28.0,VALID,476057.0,VALID,6.7,VALID,5.9,VALID,1,34,Gloucester,True,Gloucester|34,1780,5.881648626109899e-05
1755,NEW.JERSEY,HUDSON,50.0,VALID,1078724.0,VALID,4.2,VALID,4.6,VALID,1,34,Hudson,True,Hudson|34,1193,4.6351059214405166e-05
1756,NEW.JERSEY,HUNTERDON,11.0,VALID,244469.0,VALID,5.1,UNRELIABLE,4.5,UNRELIABLE,1,34,Hunterdon,True,Hunterdon|34,2080,4.499547999950914e-05
1757,NEW.JERSEY,MERCER,39.0,VALID,609377.0,VALID,5.8,VALID,6.4,VALID,1,34,Mercer,True,Mercer|34,1486,6.399978994940734e-05
1758,NEW.JERSEY,MIDDLESEX,83.0,VALID,1390007.0,VALID,5.9,VALID,6.0,VALID,1,34,Middlesex,True,Middlesex|34,1048,5.9711929508268665e-05
1759,NEW.JERSEY,MONMOUTH,67.0,VALID,1175305.0,VALID,5.3,VALID,5.7,VALID,1,34,Monmouth,True,Monmouth|34,2141,5.700647916923692e-05
1760,NEW.JERSEY,MORRIS,44.0,VALID,964144.0,VALID,5.0,VALID,4.6,VALID,1,34,Morris,True,Morris|34,2692,4.563633648085763e-05
1761,NEW.JERSEY,OCEAN,82.0,VALID,931204.0,VALID,6.0,VALID,8.8,VALID,1,34,Ocean,True,Ocean|34,2415,8.805804098779644e-05
1762,NEW.JERSEY,PASSAIC,48.0,VALID,912965.0,VALID,4.5,VALID,5.3,VALID,1,34,Passaic,True,Passaic|34,1460,5.257594759930556e-05
1763,NEW.JERSEY,SALEM,7.0,VALID,132724.0,VALID,4.3,UNRELIABLE,5.3,UNRELIABLE,1,34,Salem,True,Salem|34,1494,5.2741026491064166e-05
1764,NEW.JERSEY,SOMERSET,23.0,VALID,502130.0,VALID,4.4,VALID,4.6,VALID,1,34,Somerset,True,Somerset|34,1209,4.580487124848147e-05
1765,NEW.JERSEY,SUSSEX,13.0,VALID,306598.0,VALID,5.5,UNRELIABLE,4.2,UNRELIABLE,1,34,Sussex,True,Sussex|34,2005,4.240079843965062e-05
1766,NEW.JERSEY,UNION,57.0,VALID,955693.0,VALID,4.6,VALID,6.0,VALID,1,34,Union,True,Union|34,1687,5.964258396786416e-05
1767,NEW.JERSEY,WARREN,14.0,VALID,209013.0,VALID,6.3,UNRELIABLE,6.7,UNRELIABLE,1,34,Warren,True,Warren|34,1389,6.698147962088483e-05
1768,NEW.MEXICO,BERNALILLO,42.0,VALID,1054955.0,VALID,4.5,VALID,4.0,VALID,1,35,Bernalillo,True,Bernalillo|35,2622,3.981212468778289e-05
1769,NEW.MEXICO,CATRON,0.0,VALID,6723.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,35,Catron,True,Catron|35,2675,0.0
1770,NEW.MEXICO,CHAVES,5.0,VALID,133363.0,VALID,2.8,UNRELIABLE,3.7,UNRELIABLE,1,35,Chaves,True,Chaves|35,1645,3.74916581060714e-05
1771,NEW.MEXICO,COLFAX,2.0,VALID,33870.0,VALID,4.8,UNRELIABLE,5.9,UNRELIABLE,1,35,Colfax,True,Colfax|35,2825,5.9049306170652494e-05
1772,NEW.MEXICO,CURRY,6.0,VALID,96105.0,VALID,6.9,UNRELIABLE,6.2,UNRELIABLE,1,35,Curry,True,Curry|35,403,6.243171531137818e-05
1773,NEW.MEXICO,DE.BACA,0.0,VALID,5578.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,35,De Baca,True,De Baca|35,2947,0.0
1774,NEW.MEXICO,DONA.ANA,8.0,VALID,300266.0,VALID,3.5,UNRELIABLE,2.7,UNRELIABLE,1,35,Doa Ana,True,Doa Ana|35,2998,2.6643043168390695e-05
1775,NEW.MEXICO,EDDY,4.0,VALID,120019.0,VALID,2.7,UNRELIABLE,3.3,UNRELIABLE,1,35,Eddy,True,Eddy|35,572,3.3328056391071415e-05
1776,NEW.MEXICO,GRANT,4.0,VALID,64998.0,VALID,5.5,UNRELIABLE,6.2,UNRELIABLE,1,35,Grant,True,Grant|35,1959,6.154035508784885e-05
1777,NEW.MEXICO,GUADALUPE,0.0,VALID,10501.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,35,Guadalupe,True,Guadalupe|35,1206,0.0
1778,NEW.MEXICO,HARDING,0.0,VALID,2432.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,35,Harding,True,Harding|35,2996,0.0
1779,NEW.MEXICO,HIDALGO,2.0,VALID,15198.0,VALID,16.1,UNRELIABLE,13.2,UNRELIABLE,1,35,Hidalgo,True,Hidalgo|35,2936,0.0001315962626661403
1780,NEW.MEXICO,LEA,3.0,VALID,142371.0,VALID,2.2,UNRELIABLE,2.1,UNRELIABLE,1,35,Lea,True,Lea|35,3018,2.107170701898561e-05
